,textID,selected_text
902,898c63c69f,i ve been to see 
903,b01100d6c6,coffee time 
904,131da67079, was like to give his man but i he a 
905,2a83e56667,really that 
906,83b44dda65,we ll have one 
907,b3fa6e5c24,hope 
908,03e41eeb4f,thanks 
909,83fc759a0b, you didn t me 
910,ff9722bca7,better 
911,ebf6233a5b,yum  
912,9e4228219d, me too 
913,25ce9a8b1b,i m 
914,ed6a316e8a,thanks 
915,4244aec072,good 
916,90751fc00f,time to get  
917,c653189d96,is 
918,9b2b40dda6,y me 
919,e4838b68a2,so you are right where now we  
920,0ce20ef06e, am you 
921,fb030409ab,bad 
922,ae1b11d7ec,this weather 
923,8739e2666f, love 
924,e9a77e014a,it s done  
925,7920a12924, i was just got some to my 
926,8c091fb754,good 
927,d3e52b51b7, thanks 
928,4addb8e422,got up late and more  
929,f18b102ad6,twitter 
930,7720aca199, 
931,6115285ce8, my 
932,a7af432585,work time i night  
933,28db608c0d,so gonna go to work with my today  
934,7e45ea194d,too bad 
935,4760319f17, 
936,f3de150883,hate 
937,7e82aab535, 
938,bcc50747b1, 
939,357483f649,you 
940,261a5bbd14, you on think re and my 
941,b03e2a23e5, can 
942,ad37dcf4ff,looking out for the to  
943,5cd1ac2c57,off to work for a few weeks i now it then 
944,7f0a146e26,sorry 
945,3626f85ac4,tomorrow 
946,cbd04fb4eb,i did you my 
947,b8f7efe383, i just have no by for now lol my oh was 
948,d2ca4e1d3c,it s so  
949,8eedc5a2ed, i broke my ipod 
950,3b5aecf8d6, wrong 
951,a154540c08, haha you should be is and 
952,48801ef73a, 
953,91412dffcb,no fun 
954,68a9b81741,i got 
955,458f7b2493,finally finished up of more work for  
956,cf05148ed6,that sucks 
957,c963a42282,hates 
958,3d17d4b72c,looks like we re out for 
959,eb79aabf05,is working not for today  
960,21d05898d3, oh 
961,e76b1c30bb, i think the really of 
962,2c5f261ff3, 
963,d3935b8571, it s not much i 
964,2a35e976ea,that s very true 
965,3d128b58d0,happy birthday 
966,67348350a4,again 
967,93b5d1bbea, i cant 
968,ed6bd3958e,lovely night 
969,45e3f93e9b, 
970,51051cb758, work had s going back to 
971,b84ea78203,glad 
972,441dcaef31,pretty 
973,b4e721aa1e, the 
974,a92e8ab2a1,nothing 
975,31d77e5ff5,is  guy how on a for that everyone 
976,e887fbdfd5,really good 
977,78094a1191,miss 
978,a447f480ec,im this year to my  
979,e2fdad0321, are you the i have so bad 
980,67cafda653,i can t to me 
981,356bdefc64, in 7 6 we start back one or on new 
982,d6ce1fc670, lol 
983,d613b00386, i know don t the right on 
984,507a584ae5,i am up twitter 
985,2418966865, i won t see me 
986,6247a1db0b, over to go 
987,e48cf1bff4,i saw 
988,6e693017f6,excited  
989,2c60e1c7a2, that really one 
990,b770afa9e6,boring 
991,fe7c9215ae,was a gorgeous day 
992,472c3e2c41,yay 
993,0d7697aa10, thanks 
994,fe09df7e91, i think got u my 
995,33eb5a33be,get and to time  
996,bab53b4152, 
997,f877442216, headache i ve a few days 
998,311740836a,but is it for 
999,80aff8d880,2 have more hours then a 
1000,fe89e929f4,i glad 
1001,0f4be91a14,i love my 
1002,5225c062f9, what we you were 
1003,bd499c0bf7,says 
1004,483bb46b97,my new 
1005,dacb6d78af,fun 
1006,98b6544758, get ll to will 
1007,275fa7a3f8,trying to be it  
1008,346ce6428b,ugh  
1009,086bee572e,great 
1010,22df86426d, i am by the 
1011,63dcc7d29f,not a 
1012,f7ac9e16e5, haha i was 
1013,59159f2163, i m still trying to see the 
1014,c7fc03de4d, really 
1015,002bb8f1b3,cool 
1016,d112d2e5bf,no for now and 
1017,c762607c42,is off to see up again today 
1018,09b5db7af0,he s no fair 
1019,aa51082711,d miss 
1020,d4b544abff, left the 
1021,ea1e41d586, good 
1022,ba28fe48b2, it s already 
1023,39e9f0e449, 
1024,209de29f24,being an hour this weather 
1025,52aad0e22e,my 
1026,21ab400cb3, i love your though the 
1027,e93220b868, lol i do u really make 2 that it 
1028,57ea442d4d,i see 
1029,88a120f336,happy 
1030,52fc580b72,enjoying s 
1031,3dc1ed5f06, 
1032,fe2f3f3359,you re go 
1033,e170fafd8c,awesome 
1034,b38df0845d,is a to 
1035,cf1739382c,i only followers  
1036,63e434fbf0,happy 
1037,43d10bd312,i have a new that there never really is now  
1038,6230b5c435,it s mother day 
1039,c6bc7536ef,is an 
1040,c8caef9df3,we 
1041,213eae85e9, i m a good thing of people t can with 
1042,dce070190c,i m out for my work  
1043,8db4aaef4a,watching the movies 
1044,cf95521362, yes the sun always a phone after 2 
1045,c1dc0dd0f6,well 
1046,951e093497,sleep time 
1047,5a34a7e52c,wonderful 
1048,59f6677324,the 
1049,9b0db4e33e,i agree 
1050,c9e8281f8c, just finished our new 3 
1051,cac1ba6f5a,why is left out i for about 
1052,da8a88b872,yay 
1053,196e5dec12,they can t 
1054,811dc7e401,not having a good day 
1055,a777619b23,miss 
1056,8cdaa4f6d8,i went up as much a reason but want to see it was an old can t even that 2  
1057,6aa5004916,hate 
1058,ff7949688c,you 
1059,309706ed4f,good night 
1060,29091877e1,cute 
1061,afa094db6a,so get 
1062,b694518332,twitter 
1063,2d76387d6e,i have very lucky 
1064,0b3588bf63,happy 
1065,0d401237c2,i m going to miss the 
1066,3922543d77,favorite 
1067,e3082089c9,poor 
1068,564c21df63,i can t my or lost at a few 
1069,2c8062a094,had to the 
1070,515793e794,about to the  
1071,c435fb9416,i miss 
1072,c5279762d3,watching school what is t to 
1073,97eeb0161d,its 
1074,f0f6fda1f6,thanks 
1075,e8ce4f8bdc,fun 
1076,c881dc16e9,waiting for an to 
1077,89d0aed1ff, i don t think ve ever go to on 
1078,2ef49da640, i would we can t 
1079,7db53ed89f,back from her s 3  
1080,a2819eaa7a,i m 
1081,37b50ef2a5, 
1082,4cc7d9995d,im bored 
1083,c0abd616ab, 
1084,32058d2bb5,if i could you were 
1085,0144252776, yes i m so tired it didn t any more 
1086,0c8dd8b628, 
1087,c80d7e9b26,isn t working 
1088,102384b03c,i just need to go the 
1089,f97b498af4, you are good to and a it 
1090,908abc1bd1,awesome 
1091,0187f448b1,just got off up but  
1092,e833f3a85d, my been 
1093,f980f61df3,better 
1094,07b57f906c, up 
1095,18ee7c255c, lol i can be 
1096,f7dc083f08,i love 
1097,6d43a06459, don t mean any 
1098,44da06d16c,i wanna go to 
1099,938f7e936c,i just saw that  
1100,ffd54ac7f7,had a week off  
1101,e1c4ad96a0,really good 
1102,68e6a47c75,i don t think no time to see the by myself this 
1103,05f4f3ddc3,i m a sad of 
1104,026d3b6611, what s really good 
1105,aa7362d09b,can t believe 
1106,c10d6fac3d,hate 
1107,d554ee2fe0,im really not 
1108,8534e70d73,going to work 
1109,a9bc0bc35d, i agree with the whole thing 
1110,4b2b6a59d4, but not s 
1111,80a1ed08bf,miss 
1112,cebe0fc8d3,i ve 
1113,a1833e30a5,one of my is 
1114,f820ad932c, more friday 
1115,9e25d010e9,the 
1116,a3b686ba61,gonna be s 
1117,5d9b0f4b31,sad 
1118,7e69bec42c,sick 
1119,422cd4f89f,welcome to my 
1120,d78be7b22e, 
1121,95db70d9c2, way already to go and i 
1122,f2f05cbdae, hey 
1123,ab43c568d8, 
1124,9b04365a55,i want to go too but my today it s 
1125,2f136d0402, 
1126,dc4fa42628, that s not sure 
1127,1cd62f2da1,you 
1128,170f84ffcf, i too much more fun 
1129,c8e099fef6,up 
1130,1e1cb8d9a4,sooo 
1131,9d968ef838,thanks 
1132,ca10e6b390,beautiful 
1133,d59c09da6c,so good 
1134,16b8e23839,im to the for 
1135,e9dd5ad752,thanks 
1136,a1ac7a0543, can t i m a for 
1137,56395aff30,watching the movies of jonas episode on 
1138,356c8f7848,thanks  
1139,8d85d53e36,can t get to out of 
1140,320a6e56fc,i of 
1141,88c2d7f95e,i had a long breakfast after is listening to  yes times this morning 
1142,0740ae9f9b, 
1143,4d7def819d,sorry 
1144,50c0004af6, 
1145,bcbc9b5e75, sounds like what you oh x of 
1146,93236f076c, 
1147,be4b907022,i thank you 
1148,760723a562,good 
1149,f66a3af202, kind 
1150,6e60ed6d59, 
1151,9c01aa6afd,this is for you the to after 
1152,412790a2ed, i can m you get so 
1153,266d2b648f, how for him 
1154,4683236241,cant 
1155,3b45abf7b5,never had 
1156,9f8cd8c991,sorry 
1157,c3a4f9710d, get 
1158,1914dd82b2, he just too old to a 
1159,51a31aa9a1,sleep 
1160,7b9f3f4f39, 
1161,88c7658eb5,i too many  
1162,474b02cd39,thanks 
1163,a5cee2035b,over 
1164,c7e1468a65,like 
1165,5a877ae4b8,happy 
1166,b8a77cd14c, yes we re not as in on 
1167,b2bada7873, well you as 
1168,aab1caabf0,sorry 
1169,7240ccb4b2,sucks 
1170,c26aabf505, how do you want to the from i really 
1171,4f05a05989,love 
1172,f4c7e939ef,ok we i m a miss u will 
1173,1f2a8f57c9, hey i thought that but your was really if 
1174,9048ec6e22,loves 
1175,c8a8b0e791,is 
1176,3cb4d10927,so sad 
1177,112591001f,happy 
1178,0b91f39c27, was 
1179,bc28048a07,miss 
1180,9f32a3213d,tired 
1181,8d548b1783,there  
1182,fc7842b0b4, i would keep up on the iphone thing but next should never my 
1183,3285374ab0,dead 
1184,d2141d6d47,great 
1185,c032793654,is i want to go on 
1186,8bb73c2ccd,wish i 
1187,0996990dca,failed 
1188,c635a113c8,thanks i m a for 
1189,88a4261005,still making 
1190,11b14ae498,about go 2 now 
1191,12005b65fc,waiting for 
1192,dbabff5048,omg is the best ever 
1193,0415387eb8, 
1194,d26016300e, 
1195,e150ad9d31,nice 
1196,5c0e819f2b, i be not by a while working tonight you it oh 
1197,462978616d,doesn t up 
1198,75dc8a3ff6,right i need now you 
1199,a9a725abfa, 
1200,ef1debc105, 
1201,5c2ae1e5f0, another 
1202,b820cb8056,happy 
1203,dc6dae7f3b, i m not gonna be a while but will the my though 
1204,3d0c74e523, all think friends my 
1205,0de2a265ef,god 
1206,86ae985c48,really good 
1207,cc3b05f756, 
1208,5524acce17,glad 
1209,b33e54d9c8, 
1210,f288113937,so much more 
1211,1137d77ecc, 
1212,496abe9ad9,hate 
1213,5b204b5429,good to watch a night 
1214,c0414a6961,happy mother s day 
1215,65bef2f8c9,sorry 
1216,65e715d6e5, been the only i have up 
1217,4b34697ec5,sad 
1218,36c50ba510,it s mother day i 
1219,cea5b3f191,sad 
1220,aa221b6a7d,hey what for about us in  
1221,ffcd5cb36e, 
1222,cb8ff954c0,like a new 
1223,af9a810c77,i so was pretty 
1224,d98aa88591, no more in 
1225,a7977acf38, in the yes 
1226,5a9faa4da8, was up and is i my to 
1227,1b8c3ffa29,very late for please  
1228,aa1a163174, do 
1229,a4bb5d0c5c,it 
1230,24e58e264b, the link 
1231,01f2c9bae6, 
1232,e02cb0c9a8, i think you get on of if 
1233,3f8df1fed3,up with 2 
1234,4b8092674a,ahh i see him 
1235,ef7149efd3,people 
1236,c00890fdfc,i see you today 
1237,e3592de395, 
1238,ad970e1d3f, it the is 
1239,098f6ce321, i know be 
1240,2cd5a21fbc,cant out to  
1241,fcc4f3baa5, ok i hope it ll get 
1242,b86fe0c61a,so  
1243,ea1b1fd1bb,in for last time  
1244,ec00ec25c7,bad 
1245,17d1fdde01,miss 
1246,91de6a547d,funny 
1247,6e8fb1ede7,i got 
1248,fd9f6c3e21, 
1249,c3892f8e77,last night going back to 
1250,639aeb628f,i look like 
1251,ef465b57eb,awesome  
1252,e0ead16a3d,you are a 
1253,b09213d54b,don t to 
1254,79256fbe62, no still one 
1255,5813e09e81,having no problem 
1256,50d03d593e,an 
1257,6816923abd,bad 
1258,2524332d66, i m for that 
1259,1900a6978a,cant do  
1260,e8d9d9671b, only 
1261,c69ccdfa56, i m very much 
1262,3c6723fa1b, how are you get i 
1263,85e2495324,i m so sad 
1264,16b52fbd17, im on the 
1265,755bcfd6a2, 
1266,fdc09f2f0b,if you could have to or a are right  
1267,1643564ce1,i bad 
1268,b4b9d74b06, looking forward to work a one of im 
1269,b593189c2d,watching school 
1270,7a83b8c7e2,sorry feel good for my luck in  
1271,66762b14cd,i one 
1272,7d59117a75,good 
1273,a769b2340c,oh 
1274,4d31092a19,i just got 
1275,fc4660a609,i love 
1276,74450e128f,don t see 
1277,337ebe2747,happy 
1278,9db7e301b9,haha 
1279,7013b54ea6, 
1280,990c3cf35f,sick for my too 
1281,10c5d92ceb,have to go the beach 
1282,b8293bb838,is  
1283,cb8cb99053, how are you 
1284,a22d319e5f, that is 
1285,4d3de34efa, hey 
1286,8e092e15ed,it was good  
1287,356fce670b,wish 
1288,1ad6adf2ab, your was how 
1289,53dbbbdf7d,thanks 
1290,5534df9445,yay 
1291,ea390d1f7b,i m the best 
1292,7880cbca66, i thought you just write 
1293,58aa2e3401, 
1294,d65a8658b0, i just got great now for the work a is my 
1295,3e99f423ba, you just 
1296,d1b38c33f4, 
1297,0345e7e526, it is really i had so 
1298,53eacec2ef,he s like to the 
1299,ad2d036578,just got a movie from the to 
1300,9e5e8ab6a4,i miss 
1301,47126dd509,im excited 
1302,e9ef9a00e9,feeling 
1303,3da51fc31b, well as 
1304,ddc89d5956,heading home with a bank holiday  
1305,499f7fe7dc,hurts 
1306,1f35cb2e27,good luck to see the rain in great movie don t 
1307,23ea783065,i really wish could 
1308,dbae8ffc58,i m really like what  
1309,46e5a5f63b,i cant 
1310,b9d896f209, yes maybe but for i 
1311,25080c4bad,that 
1312,760b2e5dfe, 
1313,580f2c99e1,good 
1314,e243bee98c,i love them 
1315,12b499b4ca,i had the dinner this time m at morning and make  
1316,95410148bf,feeling sure not that any are you  
1317,3acd68b4cb,much 
1318,f3933c4b73, why 
1319,245e5f25e2,well good 
1320,70740addc0,d get out of a house and to 
1321,29d1ec5e7e, lol me on 
1322,78a3ef0435, a few to 
1323,f71ed6b273, u too got in of and now for a 
1324,abc7f39d90, i m already a while from 
1325,b145670ac9,nothing 
1326,a193f3b9e1,dead  
1327,cccb3d7081, do 
1328,07ae045cbe, was 
1329,a5640db7a7,sorry 
1330,cc1a219c1c,but in 
1331,1eac051f9c,wow that  
1332,31f2861133,great 
1333,8e65e54144, yes do 
1334,61ee532258,thank 
1335,52020ad422,is that  
1336,7bbc5a2473,off this week back work 
1337,dd2a769f04,i m sorry and 
1338,b4ebfb22c6,i know 
1339,51bdb4d865,feeling very much 
1340,f948e704f4,i love that for 
1341,87fa9ce0c5, oh no it so 
1342,f734459c4c,hope 
1343,5e14887b13,thank god for my 
1344,85eb03d6b8, thank 
1345,7909fa421f, 
1346,36631a41d0, can t that i get on to soon 
1347,8f11bf53a2, this is 
1348,7e21d8a7ab, i dont like any while lol 
1349,2f00504c96,just woke up early 
1350,bc14c389af,pretty 
1351,dae7a3eeb1,i m so my 
1352,9b7811b2e0,i 
1353,06b8d9e26c,welcome 
1354,bcd7910701,i m so sick 
1355,7c229b34c1,no  
1356,f26105a320, it will be as and us for not even tho on monday 
1357,0a5e7d6cb1,i know what you mean so 
1358,b34a3fd669,good 
1359,05810a7cdd,happy 
1360,8531be3694,funny 
1361,70187852a7, all 
1362,31d03bff54, 
1363,2938f51a3a,don t like you me to 
1364,a153babf33, 
1365,4baf1c6930, 
1366,d409e4ce46,cant wait 
1367,dbc696a3ef,is watching the 
1368,237b093176, hello i didn t leave the time in 
1369,2b8b0a7d10,is 
1370,a8a1e94417,when the get up i so  
1371,c99820b355,i don t be done  
1372,4841c38e53,just got a ipod now for  
1373,bd3b30d13c,hey happy mother s day  
1374,8c03f75944,lol 
1375,570a5c063b,no fun 
1376,383aa5ec8b, well i am trying to get up for early 
1377,038a99e313,we love 
1378,8862c02132,i can t 
1379,d83606a58a,am really good 
1380,9412b17d47,what are some to in today a 
1381,db76d74945,d love 
1382,f873960a48,i m up to 
1383,aaf69acf6f,my just is 
1384,361b6281a6,the 
1385,1fb696a58c,we just 
1386,51f56d7464,still sick to the 
1387,1b673ea212,will be 
1388,ffe02fe3f5,too days 
1389,8255b23e72,i m not to be  
1390,e108bb4fa1,i 
1391,9599acaca6, i have you both and re off to think we can on the best while it 
1392,3bd6b2df8c,haha 
1393,c281b14817,last friday at one on  
1394,93eb6effbb,haha 
1395,30abfb5b07,wish 
1396,419862456e,hate 
1397,5c8a453297,hurts 
1398,2bbe1f652e,everyone 
1399,0eb1ab3558, what 
1400,baf2ccb1cc,i had a dream last night was 
1401,259a4c12db,happy 
1402,b56c29ed7d,why i am miss the 
1403,f1f8d50eff, i want got an hour of out for today and sick it 
1404,f61ae5403a,it s as much i thought  
1405,97fd42d38b,miss 
1406,72624c934f, are your is the i 
1407,20967289f5,good 
1408,bd5f768159,excited about for 
1409,9b1060a30e,hope 
1410,704dfebd66, did the hell she on her 
1411,1177c602c8, come to with and me a 
1412,92866f7b8c,thank you  
1413,13d0b4314e,is 
1414,892b8a0cf8,i guess we r so over  
1415,5d8102cab8,he s in my 
1416,3fcdacf90f,she s getting 
1417,17d1a66db4,no food 
1418,4d22612bb6,all for the weekend  
1419,3cd2b0d233,very 
1420,da72cfc9cc,poor 
1421,fd57cd4c4e,watching the 
1422,0a57a17968,got a few days from school 
1423,a9e176a76e, hey i didn t get the 
1424,41ff25c568,sad 
1425,064b2cc709,sucks 
1426,00b7a60703,i wish could 
1427,6896f19343,bye time for now 
1428,cce4a3ca50, how was your 
1429,c9d4cf96af,i had at for  
1430,733ac52be6,happy 
1431,cf1a0bb3c2, 
1432,8b1ef2334e, out with my phone lol but that 
1433,d31c27398f,up early this morning to 
1434,9f42f42b4f,amazing 
1435,98cfd1162e,aww 
1436,00c8cfed18,i dont wanna to go shopping today 
1437,bbe85e3495,really the 
1438,0cc4081476,lol 
1439,c45f5fb9e6,good morning to or 
1440,7e5457bddf,yay 
1441,d138ab0b3a,is 
1442,6ade83d96d, i ve seen them 
1443,fbbeb51073,thank 
1444,74b57c43cc,bad one 
1445,f7638c4126, re your man many also you own 
1446,562c683a44,man i can t wait 
1447,1f403981ef, can you have some me i for to my 
1448,9358a6253c, i haven t started 
1449,628bab2c42,best 
1450,d934e438cc, 
1451,548b9da461,great 
1452,e0f9a074cf,feels 
1453,5fb992345d,yes much fun 
1454,590ede849e,that 
1455,b78e0c4c19,thank you 
1456,02073f1c62,i wanna take 
1457,112da4faa0,missing 
1458,1d3c1b4821,eating good 
1459,70d05bf740,i m still in 
1460,816bbfcd52,happy mothers 2 me 
1461,40760ea4e8,is looking for 
1462,d6738c3768, uh 
1463,e0d893b360,oh and people 
1464,e344ef4cf6, that s not too actually the 
1465,84f961fdb2,good morning to 
1466,c002c2eddd,good 
1467,7369cf2fc5,thx 
1468,543a06c64b,omg 
1469,1047b78606,you re  
1470,62dd5efb10, 
1471,4652d96d01,goin to bed now 
1472,1f9019bba5,you 
1473,e8a7f5e1a3,i don t be as to 
1474,2f2721c6fe, if i told him to put my birthday he would me in the come out m down a guy 
1475,9c52e5ba66,i love 
1476,d72748e39c, 
1477,bb96cfef66, 
1478,14c6d8edd1, something u should to on for our later 
1479,44c3407b4d,too 
1480,6f15fcf64e,very tired 
1481,5a4ebbbdba,back to bed 
1482,6ee991d0cd, i m having it as well for 
1483,9932b9c033,i feel  
1484,8ba9d3448f, 
1485,f6f7382036,miss 
1486,a93501213c,happy 
1487,703a5708f6, please know little just a to is my 
1488,683149f529, 
1489,9a00c7fd06,that s very nice  
1490,9a1177c3fb,work at 
1491,226dcfa96d,sucks 
1492,e4364d95c3,just got 
1493,b14b4d5209,love 
1494,f04b0ca7f2,i can t out 
1495,44c7e944b9,is need to work i a new off not 
1496,fb6110efb9,early for s morning  
1497,61c907173c, go you 
1498,2334ad25e6,im 
1499,c2484278c9, 
1500,e39cb0ca13,lol thats  made out for more the 
1501,5f54c3d4cb,very cute 
1502,62e1413e85, that 
1503,d7b287d1e7,they re all the on were 
1504,67ff57361c,on your way very nice b night i have a soon if you  
1505,762a44afb6,yep 
1506,1a38bc0602,having 
1507,a0c3ef4a01,watching justin with is you 
1508,de2a14a465,last day of 
1509,94488794d4, to who 
1510,12b631ca7b, haha you i was such a bit more today but ll get to see it 
1511,95dfefd4e7,hopefully 
1512,e637c11dca,is 
1513,3775d15b1d,great 
1514,7f62c60ffe, hey what do u tell 
1515,a5abb95859,happy 
1516,e32bcc9304, the 
1517,f4e8990f70,he 
1518,2f9f6f89cd, x to me 
1519,a86d48a430,enjoying 
1520,1e2e4371a9,hate 
1521,dd3dbdf77e, hi 
1522,8d4c510735,i hope 
1523,4ea8274298,at with  
1524,b521edea57,sounds like you re having a great time 
1525,a74b7578a5,you wrong my 
1526,173738ce2a, 
1527,674bb5ca74,and 
1528,6e424d5ccf, we just going to see im and 
1529,d4305524e2, 
1530,e71ac19463, were we a there my 
1531,ab464f70e6,it 
1532,d546f8c422,amazing 
1533,bab26fdc24, 
1534,4f0c1d97c4,i have to 3 now soon 
1535,24a7c7e988,going to i don t know what with my and  
1536,b7b0f4fb71,i m 
1537,6957e5f1bf, how come 
1538,ee87e14bee, i would you want to and 
1539,0f9b915617,ouch 
1540,f3afed1887, fun 
1541,51d74124da,not 
1542,bcd831b113,wish i 
1543,f39c65d9ef,omg 
1544,1a9933a4fe,i love you 
1545,c4453ff2b8,thanks 
1546,a3f0f32135,made 
1547,f433396b44,wish 
1548,6388c670c6, yup 
1549,bc3032341b,i m sorry 
1550,b7c1a22a62, that me happy 
1551,ca66e5e4b6,love 
1552,be16255b41,please up  
1553,8fa75341d4, good 
1554,d147a9feb1, 
1555,afc17894d4,sorry 
1556,03b569041c,it 
1557,ea5c577cb7, 
1558,9891da8fff,worth 
1559,5f42a2d026, no way to your on are you a get 
1560,d3a576d221, you my time 
1561,eea9145f1b, i m just thinking about for to 
1562,49ec0f5742,awesome for 
1563,7b65e54ea9,why does me too much that s dead  
1564,80832ca578,glad 
1565,be226efbd2, night you just wanted was to go 
1566,0b581d3f9f, back to tonight 
1567,1973abbb06, i ve been up 
1568,7c6b2e810a, or u 
1569,ab07a3fe36,hurt 
1570,b8d1e767b2, well those are i feel t 
1571,efba862a1b, he just told to the your car in me i 
1572,d109999477,can you i wish 
1573,cf64d19714,love 
1574,cc153c2a35,my new 
1575,c5556624b0,pretty 
1576,f46d274a8b,someone 
1577,910a250227,happy 
1578,ab52225ed8,hate 
1579,f40d533a23,got a all night 
1580,c336250f8f,i want to me 
1581,f23c1c4255,happy 
1582,896289196c, haha think i you would the a me now 
1583,02624773ca,i can your 
1584,31a107dbcf,on the house but no 
1585,eabaf375f4,i have a about of 
1586,51313cb3fd,is watching on my room 
1587,42ebd9099d,i have a  
1588,6ac3031bc9,getting 
1589,666f836b32,but cool 
1590,6e41749ac7,i 
1591,98f836e4b6,i think am so now with you 
1592,88b6d952b6,its so tired outside happy monday im but not a really beautiful and it s raining 
1593,f6d56869b1,its 
1594,58272bcdb4,misses  
1595,5ded2a1364, 
1596,6612e42b28,is  
1597,c10ae302bc, lol you re well but i it a be been all first my 
1598,980578403b, 
1599,de0673a07d,fun 
1600,dc0f5bca14,at s for  
1601,787df2fd0f,lovely 
1602,36f885a911,i as long 
1603,acf54fad30, 
1604,8b0054a807,over 
1605,4bc7d627ad, yes have to be right 
1606,6bdd5e9d7e,trying to find the someone  
1607,af706b4c58,i can you follow me please u 
1608,4987043fd4,still 
1609,e7f2b44a1f,i totally forgot my at work 
1610,cc53e85d21, lol 
1611,9508bfc99f,sick 
1612,3ba9e80d1d,off to work go 
1613,300c739684,cute 
1614,e056f0a268, hey 
1615,a050668b78,good 
1616,887e90ff88,sorry 
1617,047abbd04e,i know im just 
1618,b6d5af9406, aww 
1619,fd34ad6207,2 
1620,278c0dceeb,hate 
1621,b6f66e0621, was the on in t but 
1622,1853fae31c, me 
1623,87c799a397,getting ready to see my house s  
1624,4bc4d97503, i have left 
1625,d11816c1c7,with the dinner her friends to lol haha and 
1626,0fe8023456, 
1627,a9b19af9ee,loved 
1628,6d65d9dc54, how i like 
1629,5f91766356,aww 
1630,62c9a90f1d,having a of 
1631,2d5b920414, i ll have to the 
1632,b96b9ecc3c,pretty great 
1633,a0e8168015,going to twitter for my 
1634,4f9ee6208c, say i tell you 
1635,e5339e66dc,i love the 
1636,7811012154,not get 
1637,2d361cdd4d, i have u want it the 
1638,eeb047e369,on way home the 
1639,f7378bc34c,hurts  
1640,d682402e60,so upset 
1641,2983528f77, haha i m here 
1642,4bb00e884a,im 
1643,4e4e9c3802,sleep 
1644,fc6128f4e5,just 
1645,bed26c1d7f,love 
1646,b6262b919a,wow 
1647,61eae11e5e, haha just the could to 
1648,536116702e,good 
1649,1ee5496252, if i would go to in 2 
1650,baeb21b26f, 
1651,d8f4aefacc,is m playing of 
1652,1f7717fc7a,thanks 
1653,70932f6376,beautiful 
1654,eba3cee9be,thank 
1655,a5e47d75c0, please see me but yesterday was i didn t the 
1656,10b36df3e0, work that didn t 
1657,c027e514d7,morning 
1658,3dbb8c1489,it looks 
1659,b8c518e02d,good 
1660,eeff416e05,is in to and we re you  
1661,a267dfc19a, what the know they re when you 
1662,3d1d381278,that s a girl to 
1663,8d36ad290b, the of 
1664,bf6727bf27, lol 
1665,3864a39777,hanging out with friends 
1666,e84aa8b193,sad 
1667,defc8b34af,good  
1668,4e43ad756c, it says the anymore 
1669,0f22984306,weird 
1670,ee9eaed59b,is eating ready 
1671,6dc625db0d,me 
1672,671f6900a9, 
1673,0e0424c9bd,horrible  
1674,e6c2edcb0b,i from fun 
1675,9b210c4a6f, yay 
1676,4d461bba2e,oh 
1677,b733d36b6e, i know it s already 
1678,68c674acdb,sick 
1679,6cadda7b98,welcome to twitter  
1680,79a28b1ac7, 
1681,92d94fa045, it s 
1682,05a1b09ce9,best 
1683,e6b01d5777,oh god my 
1684,2c4b87059b,is  
1685,8c5e613c41, 
1686,6c31bc1182,i am 
1687,5f4e052208, 
1688,8485d5828e,someone 
1689,3735770b07,has her  
1690,4c395ff61b,sad 
1691,cb673d84af,ugh but i cant bad  
1692,4ad37ac5b7, thanks 
1693,929b5c888c,won t 
1694,fa959f2dd3, 
1695,78d89e7c64, yeah up 
1696,127ee02f19,very bad 
1697,f6c69d962e, is too but i love to he s 
1698,4a653d8227,now 
1699,35eb97a484, so much as you but be better soon 
1700,55441697a6,right now 
1701,49a1fc4061,welcome 
1702,2e49927901,happy 
1703,f85c7e5ead,i s get 
1704,6033018ee4,cool 
1705,0c35e093bd,yummy 
1706,7069dd2486, i m hard to hear it s really but the way u this time 
1707,7a78bcf308, 
1708,894e948ead, get 
1709,fa89412e2a,it up 
1710,12b2075369,not really very i m 
1711,0d77390e74, great 
1712,8f3fc77f66, ya if i don t have u later a while 
1713,df0f568747,i dont miss him 
1714,67a5d0a19c, was awesome man you in the other one and so old makes me now 
1715,0435d42f80,super 
1716,1e633e1874, you didnt change in the 
1717,81950f02a4,got the new 
1718,0b8b37ba52,i up for  he 
1719,aeb0593edf,i m a 
1720,e09f5b6b95,went to the 
1721,f60dbc9737,a 
1722,e0e9cb3902, is 
1723,3ec9a1578c,car 
1724,349251e2a4, my they didn t we 
1725,07c4438a0a, i m just see them for time didn t any it 
1726,441e2a5a82,i love 
1727,09140327f6,awesome 
1728,2fadf73014,still my but 
1729,ef5ba215b6, a with can you just so now 
1730,440e8fc447,so good 
1731,7eb1620dec, s 
1732,bdc7de6846, yes that i don t what to though it 
1733,d2565af489,that is good  
1734,4ed4f2fce6, 
1735,ecc58c9428,off to with the 
1736,915ce84b4b,bad 
1737,4d194d770c,enjoying 
1738,eed1736183,i m 
1739,13ca815d01, me to see 
1740,48a90031bd,got a the exam week to get for is 
1741,1c14b45cee, 
1742,242de9277c,good 
1743,b287d39fb3, i hope 
1744,0986073590,i think ll lost his last my night 
1745,081ac56240,is up early for 
1746,095410237d,was amazing  
1747,3cf6817f75,miss 
1748,edd38781e4,its awful 
1749,d664f99182,forgot 
