,textID,selected_text,text,sentiment
495,09042bf466,much better  positive ,just watched another episode of jonas is it better than hannah montana very much true ,difficulttweet
496,40e3087f9c,you love positive ,going to meet the new family i m babysitting for wish i was still sleeeeping,difficulttweet
497,ad94e8b662, hi , hi heather i dont know why but i just saw your messages from april have not been very twitter friendly ,difficulttweet
498,fc0b053a31, can t have you one to neutral , i can t belive you only have one episode to go ,difficulttweet
499,9f2a0b0b2f, can am i watch a on neutral , you can also watch family guy online and yes i am a total shill ,difficulttweet
500,7516f86838, i know why this it neutral , i know right poorpoor girl it shows why they shouldn t put young people in competitions like this though ,difficulttweet
501,2492330594,very sure  positive ,not excited for 32 people reservation in the morning lovin halo3 right now for sure too,difficulttweet
502,9aa7d6a58a,hate negative , wowie wooie someone updated their twitter without me having to remind you i m not even mad i m impressed how was the lasagna ,difficulttweet
503,083e4f782b,4 am the hours of some now playing good i neutral ,today is another good day for some less extreme experiences anyone a fan of 24 i m watching season 4 now,difficulttweet
504,ba5e02305b, i was sooo sad negative , i was going tonight but you never wrote me back with the info im sososo sad ,difficulttweet
505,9f4bb12e13,still not sick negative , still not 100 im sick of being sick ,difficulttweet
506,7a01848c2e, negative i m thing this not neutral , collins i m not sure i understand how this twitter thing works ,difficulttweet
507,ae285917c7,hope positive ,wat a stressful week i jus hope everything falls into place 4me,difficulttweet
508,5575fdaf3c,at the car go to with and a mum ready about neutral ,with hubby at the dentist ready to hold his hand and getting nervy about potentially buying a car tomorrow,difficulttweet
509,af3fbd5681,aww s sooo sweet positive ,aww i got to see my 1st grade teacher s last day before she retired,difficulttweet
510,db7211afbf, for sure and send you to on neutral , for sure you should continue to tweet while on conf call while worrying about cat and bee ,difficulttweet
511,23602f214f,its a of ,lol made a huge mess of my school shirt was using charcoal sticks in 2d art,difficulttweet
512,c3459bc0bb, when will b more bye neutral , when will she b finished,difficulttweet
513,f02eed05d0,cry negative ,bgt made me cry tonight,difficulttweet
514,ff7126ea72,why is so slow negative ,gawww why is facebook being so slow ,difficulttweet
515,567ef8c2ed,cant negative , im cool cant wait to hear these stories xoxo,difficulttweet
516,d50a4dc3bf,but im try to any summer off 2 here  neutral ,bird poo update managed to clean it all off but some slight stainage remains any tips ,difficulttweet
517,d6bd94911e,happy positive ,also i was conviced to do a happy dance and then told it was the most adorable happy dance ever,difficulttweet
518,23bf2d69d2,i positive ,i day til nyc and the journey soon begins music baby,difficulttweet
519,a6623df1a6,i love positive ,i feel in love with pizza girl now i eat pizza everyday,difficulttweet
520,34409c9b8a, love positive , 11 30s way early anyway nigth night love you ,difficulttweet
521,6a36ea6690, if you will add something i love on to me positive , if i say please reply to me dougie will you do it i double dare you,difficulttweet
522,c5ec3e9e37, i am , i m not either we should have went out snicker although i am enjoying listening to rr and my beer,difficulttweet
523,e74d67a818, hey how u doing neutral , hey esmee how u doing ,difficulttweet
524,b09824d000, oh maybe i or something on neutral , muahahahhahaha well maybe they think i m crazy or something i haven t scared yet though,difficulttweet
525,3af70d3bc2, maybe if not know because i think neutral , nope not drunk sometimes i think maybe i should then maybe twitter would make sense ya know ,difficulttweet
526,5e5cb6d0a9,still darn in ,today got her pop t shirt lovess ittt haha x,difficulttweet
527,0db9bf3e1f, only neutral , epicentre wheelock place tourists only ,difficulttweet
528,4de0e1bb73,best night positive so of my life  ,perfect night best month of my life so far you my boo ,difficulttweet
529,9a6736745f, negative , yayy you ll can help me im doing my english homeworks which i had to do during the holidays ,difficulttweet
530,8d40f9e62d,glad positive , hi ya demi im glad ur back i personally love the picture haha,difficulttweet
531,727e51734b, do think about a chance in the to see please neutral , think you should do a tour in england we dont got to see any aweomse people ,difficulttweet
532,db23b82d03, go in the my , puke in my mouth the brilliant response to in my pants over the top wrong,difficulttweet
533,e03a74beca, sorry negative ,good morning haha i just read that the swine flu probably not come s from pigs at all but from people poor pigs who got all the blame ,difficulttweet
534,80b171ef7a,i don t ,is bummed out i don t have even one testimonial on flickr ,difficulttweet
535,d49d1b7de1,sorry negative , i am sorry that you are feeling that way ,difficulttweet
536,4809e143db,so is night  neutral ,yeah so prom night is now the craft good movie ,difficulttweet
537,0edb544179,the ,having the flu not the swinish one but the flu ,difficulttweet
538,c50f940f43, don t go there negative , don t go to logan square we re pretty sure the shirt isn t there 1 more philly local tmrw,difficulttweet
539,9a27ba671e,you can t call let me see that  , you should see our floors before you make that offer let me know if you don t receive a call soon ,difficulttweet
540,27c4e1f089, i am positive , i am sending healthy healing thoughts in the mumborg s direction ,difficulttweet
541,9965c5a810,not good night and some neutral ,not at prom ha chinese iced chai and some old school pokemon good night,difficulttweet
542,4f6d52cbd8,y down negative my life for is  neutral ,prayers for my family and my dog mozart is being put down this afternoon pics of him at ,difficulttweet
543,6c0bac4f19,still like positive ,went on a short flight around the geelong waterfront surprised at how well i handled it as i m still exhausted from last weeks meetup,difficulttweet
544,e692bbaf63,i ll be again that back in my good hope you have eyes stuff to neutral , i ll keep y all in my prayers but welcome back to tx hope you have a good safe flight,difficulttweet
545,365974d586,good morning world  positive ,good morning scary world ,difficulttweet
546,32db5fc0a5,time happy positive ,is back at working auditing away time to make the hard decisions and be happy,difficulttweet
547,600c58d8b3, actually i have someone about it be in neutral , ummmm no comment lol i actually have not watched gh in about a week ,difficulttweet
548,792c269f24, i think have more than me lol neutral , i think u have more than enough friends now including me lol,difficulttweet
549,2c6f1f637b,after  negative ,zs nagy presents ,difficulttweet
550,c6322a85c2, positive , layne hmm what s ur fav movie tv shows ,difficulttweet
551,3aa450d12d, love to your for you do lol neutral , 3 your gonna be the first twitter cause your amazing lol come to canada would do anything to see you perform,difficulttweet
552,10ad2966fa, negative , thankfully that face only shows up for photoshoots,difficulttweet
553,96b3a98962,don t find another neutral , don t worry the bizarre will find you,difficulttweet
554,b5c13364bb,sorry negative , sorry i have failed to grasp your meaning,difficulttweet
555,06ae0360a2,but i really want negative , walker21 sadly no i ll be going to the killumbus show i really want to but no one wants to drive me there,difficulttweet
556,060db97af7, off to bed some phone have neutral , morning lou i have some housework to do then im off to church,difficulttweet
557,67d5b57919,happy positive ,extremely happy to see my new track the awakening featured on indivibe ,difficulttweet
558,a4388148b8, negative , hahaha n i m a do the same for u,difficulttweet
559,e43b9a1497,happy positive ,i love my mom happy mother s day mommies,difficulttweet
560,527b27665d,i just hope them positive ,just chilling after mcfly last night absoulutely incredible d i love them ,difficulttweet
561,dbe35b6a0d,cool  positive ,god why can t i be at asylum really i never get to do anything cool ,difficulttweet
562,92c4eadecf,just took in the now with a neutral ,just got in a fight and kicked out of the bar at least i knocked him out have a fat lip though pulled another number,difficulttweet
563,b1cec36547,watching mother s day on and best later  neutral ,working on mothers day slideshow cake card and balloons she deserves the best ,difficulttweet
564,1b5dea3fe9,in negative ,early bird gets the worm and in my case birder gets to witness the carnage ,difficulttweet
565,8d8c915ea5, out neutral , eat out,difficulttweet
566,9b46f1ae17,thanks you , thanks hope you have a good one,difficulttweet
567,1c68a5f609,thanks you , you too thanks for completing calvin appreciated,difficulttweet
568,b9a6b682b2,is having a for going to be early the had day today neutral ,morning everyone sorry for going early last night had bad news felt totally today is a new day,difficulttweet
569,092c10bd84,wow new ,wow the new google icons suck ,difficulttweet
570,84fd3611d6,s so awesome for him that i miss you best with  positive , hahah that was the best thank god for terry he was laughing so hard i miss him i remember racing trucks with him that ,difficulttweet
571,9b8052833a, people to neutral , tell his people to contact my people,difficulttweet
572,f9bdd41842,haven t you to a for  neutral , kill it jasmine haven t talked to you for ages ,difficulttweet
573,13c47e9bc8,yum  positive ,got an awesome hair cut todayyyy it looks so hottt haha doing homework,difficulttweet
574,9a1eaacda3,you one neutral ,you re never alone just when you think no one cares you realize that there always one person you cares for you,difficulttweet
575,8645bcae50,cool  positive , someone s a sweet tooth i was dying for somethin sweet so i ve attacked the chock coated tiny teddies all i could find lol,difficulttweet
576,b70c6bf768,my computer ,my apple mouse doesn t work on my shiny red coffee table ,difficulttweet
577,f67575d0e9,sad negative , 2 in commentary i was with her was sad very sad,difficulttweet
578,ba93b78cfc,good positive ,yet another good weekend with someone sigh man i like the boy ,difficulttweet
579,77c659aa89,head to negative ,about to head to the strand goodnight,difficulttweet
580,303a1773cf, feel like positive , every day of my life lately i feel ya girl 3,difficulttweet
581,aa8b44f1b2,looking for neutral , hiya been looking for you1,difficulttweet
582,bf95b25f9d,aw that sorry negative , aw that stinks i m sorry ,difficulttweet
583,b21b048c1d,is time to see the phone for a again neutral ,is trying to recover from a broken heart yet again for the 2nd or 3rd time,difficulttweet
584,4f7cba2eff,they are any the should gone neutral , ach probably not they are labeled as mi 5 which i believe was the name used when they aired on bbc america,difficulttweet
585,31dbbd2bb4, sent do out with the only 1 and get to neutral , ha did she find out the only thing google came up with was some database acronym and dibbs on the front seat aka shotgun,difficulttweet
586,a7506a67a4,x positive , witty yes france belgium was good carnt belive how much traffic we hit on the way back,difficulttweet
587,b2c81f2c95,my is ,my comp is being slo w,difficulttweet
588,99c5936498, you didnt send me neutral , you didnt send me the text,difficulttweet
589,7315faa6ce,y uh exam negative , oh mannn i m gonna be there tomorroww,difficulttweet
590,132462ca21, so not to take it neutral , unfortunately not i have to take it to a repair shop or replace it ,difficulttweet
591,a7225483b3,you there , come to vietnam to make a live show miley there are so much fans love you at viet nam,difficulttweet
592,2dfb1e0fe3,you miss , you guys could have fun in a cardboard box i miss you already bro ,difficulttweet
593,3a013a37a6,little twitter ,a little twitter mention on snl,difficulttweet
594,b70639aec0,hoping positive ,josie s out of surgery she s now officially unable to procreate and she s way out of it poor medicated baby,difficulttweet
595,0b5a804a3c,i saw a early isn t working  negative ,i signed up for an account on a political website so i could post a comment but it isn t working ,difficulttweet
596,78ccd0cec0,y cuz thanks i will let me its you it follow neutral , nigerianboi thanks jt i also enjoyed it i will r u following me ill follow u back,difficulttweet
597,1c464c8953,lost in negative ,me and mum are lost in grangemouth utter hilarity totally lost,difficulttweet
598,29da8ca76b,very  , sorry 19 female atl very lonely,difficulttweet
599,9d414d77dd,awful positive ,feeling awful new medication is making me nauseous,difficulttweet
600,4d05d59122, geez miss negative , inooo arent they just i wanna just go down there now an meet kyle again im too obsessed its not fair ,difficulttweet
601,5a2393940b,im going to lunch and today you a hug  neutral ,i need a bear hug and im going to camp today ,difficulttweet
602,2fd9eef1f8, could i send your have neutral , if i could i d send california sunshine your way ,difficulttweet
603,938c32de3e,need to help for my mom even you  positive ,i need a present for my mom could anybody help me ,difficulttweet
604,0e3d04ed05,lol i have lost up too much fast like go to work  neutral , i am in weirton julie way up north at the tippy top lol we don t think southern wv folks like us too much ,difficulttweet
605,9a0fce6d7e,how to use neutral ,learning how to use twitter,difficulttweet
606,32eb024489,bad too negative ,bad mood and i dont feel good too bad no one cares,difficulttweet
607,6af90a76e4,i love so positive , i love you so much just got into my hiding spot gonna go check out datalounge,difficulttweet
608,2b68738448, this one neutral , try this one ,difficulttweet
609,af087c9deb, positive , youre diabetic so is my dad i might be too not sure are you still allowed to eat sugar throughout the day ,difficulttweet
610,8823244442,i really can t sleep just won me neutral ,i just really want to sleep butmy eyes won t let me,difficulttweet
611,9bb06e4848, you should neutral , you should check yourz rayne ,difficulttweet
612,717e76b467, negative , 66 i haven t had slip ons in years since my checkered days matter of fact i only have my torn up all black classics ,difficulttweet
613,3b6fdcc518, and for going to be at that s night the whole neutral , ian and i are going to a matinee tomorrow or that s the plan at least it s going to be too expensive for 3d at night,difficulttweet
614,f6cb27e38e,will be here in 6 neutral ,he will be here in less than hour,difficulttweet
615,419f3e9ef8, i , i know but work is so boring i prefer the take on life,difficulttweet
616,f29654c873,thank you for your  neutral , gmorning hermana thank you for your testimonial it is wonderful posted already ,difficulttweet
617,7e46f3f92a, for out day is i on have yet now the neutral , ha nothing any man does is right on mothers day except for taking kids off mum s hands for whole day,difficulttweet
618,43ad351369,terrible negative ,ahhh whatchu talkinï¿½ baby hahaha i canï¿½t believe youu o heh actually i can life is worth taking risks ,difficulttweet
619,853ebd7b47, positive , our raid leader made us run drills to practice switching,difficulttweet
620,ef60a2d1e7, and yeah you re too , and clang rocks so you re using it right anyways according to the comments it s in apple s gcc too dunno how public tho,difficulttweet
621,983088f2b4,gloomy positive ,unlike cierra i look like poop today whatevahh lol ,difficulttweet
622,50b353f751,hope positive ,off to enjoy a hanami picnic at the cherry tree park hope the weather stays nice ,difficulttweet
623,c4cad35b0f,the my ,the comp deleted half my apps,difficulttweet
624,9c44566550,right and ,in whin park on the swings victory is all mine right now,difficulttweet
625,32b28d840b,it s gorgeous you what or a nice that  neutral ,well it would seem that you can enter nine 0s if you are an individual without a ssn itin or ein according to apple hurray ,difficulttweet
626,d576839165, all and they are than tho neutral , because its like ten times better than this place xd and its so beautiful and fun and they have gold coast hot dogs xd,difficulttweet
627,86f3b2e352,i negative ,whole body is sore from moving hundreds of pieces of luggage last weekend guess i should visit the gym more often,difficulttweet
628,ef1eb004ff, oh you are too neutral , oh you are too kind,difficulttweet
629,36bc98037c, lol yeah and i think it s like don t the fingers neutral , yeah so quick and i m using the 5mm addi s i bought on sat and it makes it even smoother,difficulttweet
630,faaf6a6f64, i don t look to go other negative , i don t even look at their fabric unless i need polar fleece it s worth the extra to go to needle and thread ,difficulttweet
631,69789cff46,gloomy out neutral ,pleeaaasee come out sun,difficulttweet
632,586a76af3d,you was a safe night it long  neutral , ummm last night when i dm d you you said it was a good question ,difficulttweet
633,dfd9f1800b,sorry negative , man i am really sorry,difficulttweet
634,e0090fba83,watching the live  positive ,watching the jobros live chat not live though haha ,difficulttweet
635,d9e1b10a4f,it s pretty negative ,wow tomorrow and then it s over i ll never see some of those people again it s kind of sad ,difficulttweet
636,0e5d9cd378,happy 3  ,ncaa baseball road 2 omaha south carolina just hit a 3 run homerun dagger 2 my heart mason 1 south carolina 3 ,difficulttweet
637,1a82a50aa9,i love all to , i send messages to greg all the time no answer its ok i still love o a goog luck with your move to erie ,difficulttweet
638,57ee48d640, sorry negative , the honesty s to much sorry couldn t resist ,difficulttweet
639,e0794d1a3e,lol negative ,oh ok i always wondered how that worked i only have the top of my ear done i dont think i could get anything else pierced,difficulttweet
640,2baa1924cd,another headache negative ,noooooooo another headache hopefully not a migraine,difficulttweet
641,c3261537c6,very bored  negative ,10 11pm todays a drag for me so bored im about to get into the romance book so i prob wont be on til the morn night twitter babes ,difficulttweet
642,4acd2d7380,i m ,twitter fam i m about to hop back on aim i went ghost on y all lolz sowwy,difficulttweet
643,259ab53f07,i always make them good bad news neutral , i make them good girls go bad,difficulttweet
644,c180265483,my fav ,sites that republish my blog s feed often end up higher than my blog on google search results,difficulttweet
645,1e7956b538,going to bed dinner because neutral ,going to have dinner bbs,difficulttweet
646,c8a9799256,hope we can t believe haha is and still fine well neutral , we can all but hope georgia is still wide awake and has the hiccups,difficulttweet
647,9fdac069e1,i ve neutral ,no phone i knew i should ve charged it last night sigh,difficulttweet
648,e27ea173e0, quite neutral , quite,difficulttweet
649,e468a185dc,oh yes positive ,oh yes level 40,difficulttweet
650,fe626ba958,baby negative ,my baby s off on his adventure 14 5 hours in the car up to lake ann mi i admit it i cried a little when the truck pulled out ,difficulttweet
651,995db37ffd,i love this  neutral , i need this right now this is absolutely mindddd blowing i love this so much ,difficulttweet
652,a539826f28,stupid negative ,frustrated by my stupid iphone i need a blackberry ,difficulttweet
653,5efc764068,got ,woo got a fast mobile broadband connection now,difficulttweet
654,e133dbdc62, really want to a huge neutral , but i really want a sporebat pet ,difficulttweet
655,e74af209c6,at least positive ,i m still at the mothers day lunch at my uncles house having a nice time ,difficulttweet
656,aca7565010, oh i , oh i ate pizza last night too i stupidly feel closer to you somehow ,difficulttweet
657,cac874449f, sorry cool , oh right sorry now i get ya but still 3000 email s wow cool,difficulttweet
658,bff45fe27f,thanks positive , i had great time in boston thanks to my baby girl ,difficulttweet
659,60521a571e,bad negative , my bad homie,difficulttweet
660,3b6a25d97c, i m probably for a gotta breakfast neutral , i m awake whats for breakfast lulu on a shingle ha ha ha,difficulttweet
661,bcf13877f7,good morning everyone positive ,good morning everyone,difficulttweet
662,c4a8602e0a,love positive , love this one especially the shoes anyway gmn punya acc lookbook ya ,difficulttweet
663,4e06f98760,playing comes another note 4 suck neutral ,shake shake shake shake shake it,difficulttweet
664,62aebe35b6,again neutral ,raining again,difficulttweet
665,0237b6fd87,good morning world positive ,good morning world,difficulttweet
666,c860b3f840,great you let know s been a week  positive ,i hope that everyone has been having a great week let me know if you think im crazy for hating coffee xd ,difficulttweet
667,cfdb8ea6d8,back to neutral ,back to br,difficulttweet
668,935a3c2bf5,i positive ,time to put the weapons on the charger for the night sleep tight,difficulttweet
669,c1e33be64e,it easy from  ,using tiffys computer it feels different from mine the touch is different ,difficulttweet
670,000b3211af,happy positive ,and happy mother s day to all moms you sure are the heart of mankind ,difficulttweet
671,ffa3258a83, are still talking to both you then neutral , are they both still talking to you then ,difficulttweet
672,10f2498c35,i negative ,i want crimson gem saga i will just go play rf guerilla demo repeatedly i mission failed you died so many times from dicking around,difficulttweet
673,35674461fe,lol that was great a movie neutral , lol that was a great movie,difficulttweet
674,4c086d6a58,watchin of ,will b having my last v tomorow will have2live off of apples n not caffeine n have2cut down on chocolate bye bye chocy,difficulttweet
675,d6a8cee69b,i was last thing  ,i was awoken by loud banging and it continues all day good thing i got an early rest last night ,difficulttweet
676,8e4553e921, s neutral , let s go ,difficulttweet
677,cbfe82ef26,sick negative ,feels really sick ,difficulttweet
678,9fb92f7504,too much  negative ,hecks yeah jandy timsamlake is too rawesome ,difficulttweet
679,49ffb6b465, me call says feel a off 2 neutral , internet jus cut me off was bout 2 shoot sum guys eye out kandi ,difficulttweet
680,ed0ace22bf, u don t have school neutral , u don t have school today ,difficulttweet
681,dc346c6f1c,it has monday but not does for one of  neutral ,not only has it broken but it s monday does this mean monday can be fix d ,difficulttweet
682,178b3ca782,at work ,people at work are stressing me out ,difficulttweet
683,0e83e0955a, totally im had , rt i have had few hearts the past few days on etsy boo hoo totally the same for me too ,difficulttweet
684,6d3596cdb3,miss negative ,love it when my sister brags but she s too tired too spell bowling right haha its ok i 3 her ,difficulttweet
685,696a2abd8a,when you re worse s a in neutral ,never trust someone else s battery operated power tools when you re in a hurry,difficulttweet
686,26d169a9e9,funny positive , lol your tweets are so funny i met you in calgary you re awesome can t wait for the next hp movie ,difficulttweet
687,52fd9f56fb,excited positive ,is off to work still recovering from an amazing and beautiful weekend have i mentioned how incredible my friends are ,difficulttweet
688,2f7b589c41,so s like and  , so s the smell of cigarettes and alcohol at least i like it ,difficulttweet
689,1620bd719e,done all looking more  positive ,all done no more internship ,difficulttweet
690,6e805ea65a,bloody negative ,rip to officer edwards may god continue to bless his family what s up wit cops killing cops seen the same thing happen on the wire ,difficulttweet
691,08f6036add,trying to get it negative  the have one of another week neutral ,invasion of the old ladies has just ended still have to clean up not going to be able to make it to the tweetup tonight ,difficulttweet
692,ce4b5fe266, s even to by it old month i if is just for neutral , s current goal is to lose 10 pounds by next tuesday 120 here i come soooo ready for gatlinburg ,difficulttweet
693,792c97a352,best  positive ,my best friends bought something which i really want ,difficulttweet
694,384a8c1c53, it how much fan on your and you want to live for cheese neutral , it depends on your goals how much you want to spend cannondale specialized and cervelo are all good brands ,difficulttweet
695,8c08631422,on the phone mum  neutral ,on the phone to mum ,difficulttweet
696,daed8640af, me , me tooo,difficulttweet
697,0c79867978,so sad negative ,my net died so yeah i m sad now,difficulttweet
698,fe588dce16, am getting the next neutral , then am anticipating the next ten days ,difficulttweet
699,30b5985a07,i dont do ,i dont know why i follow sme of the ppl that i do they e anoying and boring note to self unfollow peeps on monday morning,difficulttweet
700,c3e87ee9c0, yeah when you baby your monday neutral , yeah when you start reaching your early mid 20s,difficulttweet
701,5bbfbb31da,ready neutral ,getting ready to babysit,difficulttweet
702,41cf23c2d2,good  and ,bad migrane and need to go to dancing tonight not a good combination,difficulttweet
703,e027169ec6,awful negative ,grinding skyguard rep this is less awful than i anticipated yet still awful last tabard i need,difficulttweet
704,6c843b2f56,i positive , i dunno if he saw it happy birthday girl ,difficulttweet
705,29736d30cc,i looking too  positive , i m looking forward too see and hear you in norway live fast ,difficulttweet
706,2da7ae1656,awesome  neutral , awesome,difficulttweet
707,0927b99040, actually home from neutral , actually workin from home tonight you ,difficulttweet
708,a35cb60975, i want to be the sun in neutral , i want to be at the beach in the sun,difficulttweet
709,7e49648b99,oh so tired  negative ,oh i am just so tired ,difficulttweet
710,b7234b7720,wow positive good  ,well my dog still isn t at the shelter i hope someone good has him,difficulttweet
711,5bbef6942a, your music and you let me positive neutral , well tell me what fashion tips you need and i m your woman hehehe,difficulttweet
712,c9e5ca399a,miss negative , hello there taylor i miss you its been 2 months 3,difficulttweet
713,d7607b8133,i  ,i wear a lot of white ,difficulttweet
714,2d5206550f,good  positive , always a good idea ,difficulttweet
715,13632b763a,i wouldn t even remember for a couple new site but what as lot got her blue that  neutral , i remember those days i wasn t a big fan of wesley but i really felt for you as a youngster dealing with all that but you won ,difficulttweet
716,f841b0e812, only ,getting nails done how relaxing benji is only 24 hours away ,difficulttweet
717,09e0880c54,long negative , not here for long hun head hurts,difficulttweet
718,bf2419a824,at la and playing again tomorrow  neutral ,at walmart playing hide and seek ,difficulttweet
719,2fac1b845b, mean you neutral , whatever do you mean ,difficulttweet
720,15fb68bf9f,like a good  ,all of a sudden i m craving broccoli and cheese soup really bad my mouth is watering envisioning a bread bowl in my head ,difficulttweet
721,a93afddcdf, it would people have neutral , that it does just wish more people would notice it,difficulttweet
722,8ec2997024, your fine for you so is what ur neutral , your test works fine for me tweetdeck is so cool eh ,difficulttweet
723,6559ad2e3e,wish you were here come neutral ,wish you were here babe,difficulttweet
724,a2867122b8,this morning ,this morning i rode behind a guy with a bird cage containing a plastic tyrannosaurus rex attached to his bicycle i couldn t get a photo ,difficulttweet
725,17deedd7a4,i don t want to this school  neutral ,i love summer but i oddly don t want this school year to end ,difficulttweet
726,d27429521a, at all the same your picture kids is to be neutral , lolz at your modesty kix rox now all the gals will be lined up at your door,difficulttweet
727,273aa26c3d,how is going to me and i can the at  neutral ,morning how is everone sing to me you tuck me in turn out the light kept me safe and sound at night 8 ,difficulttweet
728,c12a98d8f3,can t be so i  ,i so can t be bothered working tomorrow ,difficulttweet
729,0a60d11178, , kittens are cute then they grow up n become cats,difficulttweet
730,58b7571313, because don t get of this has that i like is negative neutral , guess ol tom has another mission impossible some of this is like trying to prove innocence i didn t get hugged,difficulttweet
731,a25f8983ff,d positive , hey i was scared last night at 3 17 because of you and i had several bad nightmares,difficulttweet
732,9b172f1737, , gawd people still remember the preggers comment hate you ,difficulttweet
733,c016333e85,oh no my ,oh no my tweetdeck is malfunctioning o il have web will its fixd,difficulttweet
734,63ec4e7de6, here me on to twitter neutral , heeeeey you abandoned me here on twitter momma dots ,difficulttweet
735,7796395821,sucks  negative , yeah freakin sucks ,difficulttweet
736,4f2e517832,off to sleep  ,off the a village may fayre now bag packed ready to bring back home made goodies ,difficulttweet
737,b3b338bcd0,n cuz he got to be him it s also add neutral , followfriday 1001 cuz ive never been added to anyone s followfriday either cuz he s got a cool picture,difficulttweet
738,add95c3198,sooo negative ,sooo tell me how i lost followerzzz,difficulttweet
739,c41d259d60,thanks for it  positive , thanks for the reply of course it doesn t really explain it i googled it but found no explanation ,difficulttweet
740,3099b7261b,looking for people neutral ,looking for people,difficulttweet
741,15892f296d,wishes you see your with  neutral ,wishes that you would see not with your eyes but with your heart ,difficulttweet
742,d12acf4e01, ah i got some of neutral , awwww i ve got some photos of cute bunnies,difficulttweet
743,dad3160e52,long day still have another to neutral ,long day and i still have to mow the lawn,difficulttweet
744,598603422e,only w neutral ,shoot only 12 miles,difficulttweet
745,c3c79502f9, sorry negative , why has it been so long since i have talked to you let alone seen you it makes me sad,difficulttweet
746,02b43cd23c,happy mothers day  positive ,happy mothers day mom ,difficulttweet
747,058f39acca,i wanna  ,i want cookies for breakfast luckily i m an adult and can do that ,difficulttweet
748,90af5c843a,hate negative ,mowing 6 i hate my lawn,difficulttweet
749,200f2b3566,won t have the first than it didn more work and to neutral , you shouldnt have to reset more than once if it doesn t work right the first time something is up,difficulttweet
750,85f882c027, yeah i can one , yeah i left cause my pc can t run the client anymore i had thought i would have a new one by now ,difficulttweet
751,5496094dac,bad for negative ,feeling bad for profile pic,difficulttweet
752,866582d5a3,summer in my class is starting and just finished days  neutral ,capones island in 2 days my summer is just starting ,difficulttweet
753,cb20977501,good  positive ,movie then sleep today was good day h d3ff ,difficulttweet
754,ddfc2cc8b3,on  neutral ,planing on going on a little ride on the mtb on monday may be in over to the tower ,difficulttweet
755,0de656eac1, at my house on and hit me neutral , fiesta at my house in my mouth hit me up for the password,difficulttweet
756,6be59d11d8,better much  positive ,the live version is so much better ,difficulttweet
757,31d260e718, s definitely of sleep negative , there s no pause button in the game of life ,difficulttweet
758,b22aff92be, u , that s black market material right there my friend ,difficulttweet
759,96cc75e508,back am so awesome in a  neutral ,is getting married in vegas in november by an elvis impersonator am so happy ,difficulttweet
760,664d148574, tried to the not negative neutral , tried to join the chat but the site would not let me sign in,difficulttweet
761,6872aea3a9, where is home neutral , where is home ,difficulttweet
762,21d77a32fb,best movies and positive ,singing songs and filming movies what i do best,difficulttweet
763,5d8cc77f93,cry negative ,their songs make me want to cry ,difficulttweet
764,803e9c0931,come how u 2 the test in and neutral ,while driving u come across aggressive driving behaviour by another driver u should chase the car 2 tell the driver how to drive,difficulttweet
765,16ca8a5ecc,oh get the people  can neutral ,the mediteranian kitchen oh well can t get them all right ,difficulttweet
766,038c049e2a, what wrong neutral , what s wrong ,difficulttweet
767,28e1999323,awesome  positive , wasn totally awesome seeing the rebooted crew was so nice ,difficulttweet
768,438a7d203a,good morning  positive , d thats good to know and i bet he looks just like you ,difficulttweet
769,0117a03b6d,really positive , 43 hahhahah that really made me laugh out loudd ahahahahahahahahah your fuunny ,difficulttweet
770,cad99e531f,i so positive ,i so wish i could get pregnant ,difficulttweet
771,4987bf323b, positive , im trying to fix it it doesnt do it and its ahi dios mio but u did good lol,difficulttweet
772,ba3e84e67f, what you been too late to text neutral , hiya missed you too what have you been up to ,difficulttweet
773,b2dc59805a,out to play neutral ,out to play,difficulttweet
774,797aa81fda,sick negative ,really sick,difficulttweet
775,0ea64bcbe6,yay  positive ,yay my only on sundays maid came the house will be clean again ,difficulttweet
776,4e7fb463e0,so thx  positive ,thx robban ,difficulttweet
777,b33c27ad85,thanks love ya positive , thanks jk love ya to death,difficulttweet
778,50eb2a08c3,hope you positive ,going to al ain need to check out one store hope i find things that i m looking for ,difficulttweet
779,0ee55890a7,fun positive ,geeze i m just wondering what is wrong with some people i either need to go for a run or go to sleep tomorrow should be a fun day ,difficulttweet
780,eb9c11eb52,my burned hurts feel so negative ,so my parents are too busy making me feel like to realise that i ve got worse and need to see a doctor again no sleep sucks,difficulttweet
781,cf16d0c659, can t i have in my like a else neutral , g night jonathan i tried to stay up i really did i can t wait till ur in my timezone will be so much easier then ,difficulttweet
782,f7aa65a988,going to bed may over prom so neutral ,prom is so over rated irritated going to bed goodnight,difficulttweet
783,b8a3fea60e,glad positive ,look everyone i m a bad boy i m ranked higher than meghan mccain ,difficulttweet
784,5389177883, see her , rain i wanna see her hair hows everyone ,difficulttweet
785,e59fd12277, or mr for the home night neutral , or ftrh for the ride home,difficulttweet
786,264f1af9a0, whoops , english screwed up my overall percentage in x in xii again and probably in adm tests too happens ,difficulttweet
787,d19724f22f,i really want food in the even  neutral , i want chinese food really baaad ,difficulttweet
788,9d4dfb1f9e,is so ,is downloading songs ,difficulttweet
789,e6b380cd3d,i negative , i almost said and grammer no exist either grunt but i stopped myself,difficulttweet
790,993c6eadd2, alright you were gonna that baby s he like tell neutral , d you re gonna take good care of that little baby and he s gonna be a strong boy that s for sure,difficulttweet
